path,status,error,format,width,height,mode,channels,frames,label,class_name,original_split,base_id,augmentations,sha256,pixel_sha256,phash,mean,std,group_id,flags,class_id,source_id,supplied_splits,supplied_row_count,supplied_split_row_counts,assigned_split,split_group_id,is_original,origin,is_anomaly,image_path
map-proj-v3_2/ESP_011623_2100_RED-0001.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,esp_011623_2100_red-0001,[],a813b49ab4c96c486b57ff6c8e33be5a0172ab75a8ad61e2298485137b0832b3,4f4ed9cb2508fe7cdc5e4adc2b018b61808c3e1d3cd58fb9aba711b38c834037,d4aa6ad50de6816b,81.81140716877874,42.912083367369874,5df92d27df10b45a,[],0.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0001.jpg
map-proj-v3_2/ESP_011623_2100_RED-0003.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_011623_2100_red-0003,[],9e916c9900c76fee968569ff6a738ae220c1d43d1a7ced04625b3c8ffa7b55aa,18c912f2f6b45e91f71dd483d853b71f094dac1f016da13748319c4cd31a37e8,d38d2cd29b4dd40e,76.23910807506452,49.506718659232654,b22e6129d725a9ef,[],1.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0003.jpg
map-proj-v3_2/ESP_011623_2100_RED-0007.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_011623_2100_red-0007,[],8047c47369b64bc04fc141349d9a440b6f5fc713bbe084e0d920f94bc0a1cd4b,eb86f6bcbed2599f6721e9f651b6ab7a11aca77daef5dbc76d88f5f4da8684f4,da8467d30c6c932f,77.03256418715675,45.38184862412027,5be6d8bc12a72eba,[],1.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0007.jpg
map-proj-v3_2/ESP_011623_2100_RED-0010.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,esp_011623_2100_red-0010,[],2d193510ce90a838ceb27a4be98f780e8206e28c46882e2bd47ac64c6ebf737c,b6a657e7a8cbdb3ac3ebb58c621a958a58a9e5d7f29a94f04c7fe53b275580a7,d6a668c925f49372,79.73098643482311,41.07491607417459,3189ab8a6e31643c,[],0.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0010.jpg
map-proj-v3_2/ESP_011623_2100_RED-0011.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,esp_011623_2100_red-0011,[],17b38525f4286755be4313e4bc2feec9e6f97d45afb6ce75cdd8fc4fdcdae452,03f2d390a0acfbe3d3f1908da3ef87136b6ef7a35f5307709459eba5f5fb5d9f,ccb453a95c8754b3,96.3855692910788,22.08656000476588,6e85f8f21571d1d2,[],0.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0011.jpg
map-proj-v3_2/ESP_011623_2100_RED-0015.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_011623_2100_red-0015,[],80702887c31cdd22843b67918c018681436e25218fb5b84bdb5475f54111a74f,d0a861896b5a88a8aa35f6fe703eced52d61107b2739d2cde65b1264b0f0f3b8,a80ea3d9ce6719cc,99.70146907566613,18.45125285065055,3de698e5fc16a0ee,[],1.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0015.jpg
map-proj-v3_2/ESP_011623_2100_RED-0024.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,esp_011623_2100_red-0024,[],4d066dbc3d14ecccc653f7ae319a7d8924abccf6fcb84977e05f11d6299decac,a7c13f9009d23f81f727c50e2a97d014a7ec4a2a6f4ba22dcf72c3803dbe6a9d,93d475b3f0145653,99.45752877020706,18.75957209486901,041c1e97d6d19f4b,[],0.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0024.jpg
map-proj-v3_2/ESP_011623_2100_RED-0025.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_011623_2100_red-0025,[],4c5417004562bbd57ab1569443959eaf0111f5db2782970b9028ef0fd441700b,ad7041a7adbcf98c0dc69847b3c2582ac576240adbaa79cabc75596c39ccff40,8ec333329ccec665,73.51805779269925,53.41256847755951,d8ab93b546eba761,[],1.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0025.jpg
map-proj-v3_2/ESP_011623_2100_RED-0027.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,esp_011623_2100_red-0027,[],66a77d1b3e52f8b2c3af6149a72f25e33fa875fda17f4bc192b0d0b4b10e5198,d7016f9cf27ea15f43ad1679c23acf41b90bb4a0bcfe1aa4a5103b2e36dc0c78,cc8e66d119c4b27b,70.81563779619243,37.64425121706692,2e9a3f6e8bc1690b,[],0.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0027.jpg
map-proj-v3_2/ESP_011623_2100_RED-0032.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_011623_2100_red-0032,[],b683ac2ff14b811d94a267da75800f6b3a206840cf4a4219324e59d569515de8,162647e06913570b765873acd3689d7c91f776782c193c4ee9d42e68320b331d,ff3c6e911804e633,99.35508160453335,13.738091579166724,0ca78aac05359553,[],1.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0032.jpg
