path,status,error,format,width,height,mode,channels,frames,label,class_name,original_split,base_id,augmentations,sha256,pixel_sha256,phash,mean,std,group_id,flags,class_id,source_id,supplied_splits,supplied_row_count,supplied_split_row_counts,assigned_split,split_group_id,is_original,origin,is_anomaly,image_path,diffusion,semantic,spectral,latent
map-proj-v3_2/PSP_004118_1355_RED-0314.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,psp_004118_1355_red-0314,[],2ec48583ccbfe9deabd02c22e8d0bddd44b81e29f9ab6497fa4f640500b0ad71,e735f86295be925d92bd85a84d7e90269e44037e2cce31115fa119e38425b593,aa6dd5299e32c92a,170.6289274001048,21.379179922934547,b747b3e5caa2d51d,[],0.0,psp_004118_1355,['train'],1.0,Counter({'train': 1}),val,bf60e4f40d8034ef,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\PSP_004118_1355_RED-0314.jpg,0.5094565749168396,0.5094886422157288,2.444096088409424,5.305086634558403
map-proj-v3_2/ESP_026472_1410_RED-0248.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_026472_1410_red-0248,[],92d3d18c4279727cef48ac39691c959e298b4bbcd8e50f417ee45800130a377f,b1c7f2faf2faafc672fc5021665c7bd045ce441f472cff3fb99273a8de292459,db776c5c11260cd9,94.59139513671911,21.93696713260774,c4117f62db69b227,[],1.0,esp_026472_1410,['train'],1.0,Counter({'train': 1}),val,59d2c6861deea26d,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_026472_1410_RED-0248.jpg,0.3363555073738098,0.45102816820144653,4.861566066741943,5.141203377582569
map-proj-v3_2/ESP_033955_2065_RED-0024.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,dark dune,train,esp_033955_2065_red-0024,[],3f8fb911df15e2f638d5d1e38a21125047875767b723679f6bbb899cf4416c16,53c69a532052ceb7a5d7d3953a66ca49ed91fb139c600f5f9bff043ef3790021,c17c3e64e1ca9a96,51.20378815812455,32.59124771639787,6b0f19f17a1951e2,[],2.0,esp_033955_2065,['train'],1.0,Counter({'train': 1}),val,ff393e6c547ee767,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_033955_2065_RED-0024.jpg,0.5053633451461792,0.5272828936576843,6.227910041809082,4.416566367876809
map-proj-v3_2/ESP_016570_2050_RED-0120.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,slope streak,val,esp_016570_2050_red-0120,[],cd33992c26e32d346df9ca89252df2c075925bd1ced314a32b4a5ce49065d61c,f3ba2e1499bb8a1b2604073f8e7ed659953e381822543c5dbf1440a269e673f8,8327994d69996e66,194.11121892526532,16.657932883349982,ed956c4d83df1528,[],3.0,esp_016570_2050,['val'],1.0,Counter({'val': 1}),val,f68d9819a0753d5f,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_016570_2050_RED-0120.jpg,0.6357457041740417,0.45097675919532776,1.258272409439087,5.185866353654235
map-proj-v3_2/ESP_016631_2535_RED-0147.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,bright dune,train,esp_016631_2535_red-0147,[],902f44832a58c9869389c89fd3b2e6ab0a738b7a2fe2608022165e9c01f25fd2,9533138e827168ba06f6f85cdd528efb230c97567174699b90246a9466c48849,e64b9bd84c72139c,154.86170894059657,17.317835927336027,95836f63d4616171,[],4.0,esp_016631_2535,['train'],1.0,Counter({'train': 1}),val,501845ae468bdee7,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_016631_2535_RED-0147.jpg,0.3965608775615692,0.4488351047039032,3.6166794300079346,5.886850793430856
map-proj-v3_2/ESP_015897_2655_RED-0044.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,impact ejecta,val,esp_015897_2655_red-0044,[],85d860dd3a32be66e308b99b5f3860d39f2b7d5f519f2beca29db95998796436,2dff7735dcc6ab243f643ed2be62a83a9731c2c6eabd42552bd7d1dc71c46800,fee0994f601ec92c,147.20440916765315,13.895095748191425,f2be44a01e24a9cb,[],5.0,esp_015897_2655,['val'],2.0,Counter({'val': 2}),val,edbfc807a0aec8f6,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_015897_2655_RED-0044.jpg,0.36248597502708435,0.40357211232185364,0.9997918009757996,5.695767128284006
map-proj-v3_2/PSP_004673_0935_RED-0083.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,swiss cheese,test,psp_004673_0935_red-0083,[],afdc051e0733e72baa12c4aca7897cd0784a7f71df8fe07d5549435877f265ef,73293f2c9f7b84fe00178bd1b65bdf901233186be52bdb07df17ed220cf8dc97,80c9759f079348fe,102.1746201168274,63.64580659406584,8ac56aa2b336c8c6,[],6.0,psp_004673_0935,['test'],1.0,Counter({'test': 1}),val,edbfc807a0aec8f6,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\PSP_004673_0935_RED-0083.jpg,0.5924494862556458,0.3594264090061188,9.906102180480957,4.976420576190064
map-proj-v3_2/ESP_015897_2655_RED-0038.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,spider,val,esp_015897_2655_red-0038,[],bb6aa7c6bfe721f639dc3f8ebe11a8f8d7ede47207864b0e176598b06db3787a,2737b960fbe0b7df742e7880d863aa1a7493ae1b667f5a856a22f454d648579d,e762a3a55323b171,48.97876923674048,32.06531726462602,4986919e18312914,[],7.0,esp_015897_2655,['val'],2.0,Counter({'val': 2}),val,edbfc807a0aec8f6,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_015897_2655_RED-0038.jpg,0.3881590962409973,0.4076099693775177,2.1362996101379395,4.688960848650679
map-proj-v3_2/PSP_006879_2335_RED-0686.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,psp_006879_2335_red-0686,[],17b25435eb7b02ef67c0c769c0de6a1280ec5bde4de4a106e5b0aba35caba6af,8dbada21b8fffd063c4e42d2b3131dcf1df859be9c200c77e33dafb0a8b409e1,a982ef755032fc0b,131.48902559723652,14.969643993780693,30fbc09c49793857,[],0.0,psp_006879_2335,['train'],1.0,Counter({'train': 1}),val,59d2c6861deea26d,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\PSP_006879_2335_RED-0686.jpg,0.32277122139930725,0.39064621925354004,1.6682595014572144,6.630931869262118
map-proj-v3_2/ESP_039350_1915_RED-0049.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_039350_1915_red-0049,[],7db637bd61d83751fe989357686e8f04dde26f26cee3c15ba1ac97daf7ac4027,0bca2768ceb7aa293050941df91ff308738fa62f75605fdb813f70daf7244a8b,e926968399bc6633,138.70752391857013,21.52422055146912,d52206038ad6c2d9,[],1.0,esp_039350_1915,['train'],2.0,Counter({'train': 2}),val,57c12beb5e3347f5,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_039350_1915_RED-0049.jpg,0.3294648826122284,0.34114134311676025,6.777595043182373,4.740900135283485
